2026-03-27 13:51:44 | INFO | __main__ | Logging configured for Streamlit. Terminal and file output enabled at C:\Users\markiian_leshchyshyn\Documents\NULP\Marta\telcom_support_agent\rag_debug.log
2026-03-27 14:20:42 | INFO | app.rag | Top retrieved chunk previews for query 'Де подивитися тарифи на домашній інтернет?': [{'chunk_id': 'Telcom_Information-chunk-5', 'page': 2, 'title': None, 'url': None, 'score': 0.635, 'text_preview': 'ти на запитання: ● «Які населені пункти підключає TELCOM?» ● «Чи доступний інтернет у Сокільниках?» ● «Яка технологія підключення у приватному секторі Львова?» ● «Які тарифи доступні у Давидові?» Опис тарифів: Приватн...'}, {'chunk_id': 'Telcom_Information-chunk-7', 'page': 3, 'title': None, 'url': None, 'score': 0.6277, 'text_preview': '(-20%/рік) ● Персональний 1000 — 289 грн/міс (-20%/рік) ● Елітний 100 — 259 грн/міс (VIP, -20%/рік) ● Елітний 1000 — 399 грн/міс (VIP, -20%/рік) ● Статична IP — 100 грн/міс Де діє: Дрогобич, Любовичі, Лішня, Михайлеви...'}, {'chunk_id': 'Telcom_Information-chunk-8', 'page': 4, 'title': None, 'url': None, 'score': 0.5911, 'text_preview': 'Сокільники — адреси: вул. Свободи 18, 20, 22 (ЖК «Південний»), вул. Сковороди (ЖК «Grand Village»). Особливості: у Дублянах додатково є «Персональний 200 — 199 грн/міс». D. Промо-прайс (акційний 100 Мбіт/с) ● Інтернет...'}]
2026-03-27 14:20:42 | INFO | app.agent | Ranked link candidates for query 'Де подивитися тарифи на домашній інтернет?': []
2026-03-27 14:20:42 | INFO | app.agent | Selected 0 relevant links for query 'Де подивитися тарифи на домашній інтернет?': []
2026-03-27 14:20:42 | INFO | app.agent | Retrieval summary #1 for original_query='Де подивитися тарифи на домашній інтернет?' final_query='Де подивитися тарифи на домашній інтернет?': [{'chunk_id': 'Telcom_Information-chunk-5', 'page': 2, 'title': None, 'url': None, 'preview': 'ти на запитання: ● «Які населені пункти підключає TELCOM?» ● «Чи доступний інтернет у Сокільниках?» ● «Яка технологія підключення у приватному секторі Львова...'}, {'chunk_id': 'Telcom_Information-chunk-7', 'page': 3, 'title': None, 'url': None, 'preview': '(-20%/рік) ● Персональний 1000 — 289 грн/міс (-20%/рік) ● Елітний 100 — 259 грн/міс (VIP, -20%/рік) ● Елітний 1000 — 399 грн/міс (VIP, -20%/рік) ● Статична I...'}, {'chunk_id': 'Telcom_Information-chunk-8', 'page': 4, 'title': None, 'url': None, 'preview': 'Сокільники — адреси: вул. Свободи 18, 20, 22 (ЖК «Південний»), вул. Сковороди (ЖК «Grand Village»). Особливості: у Дублянах додатково є «Персональний 200 — 1...'}]
2026-03-27 14:20:45 | INFO | app.agent | RAG query summary: original_query='Де подивитися тарифи на домашній інтернет?' rewritten_queries=['тарифи на домашній інтернет']
2026-03-27 14:20:45 | INFO | app.agent | Final answer for original_query='Де подивитися тарифи на домашній інтернет?': 'У нас є різні тарифи на домашній інтернет, зокрема, приватна забудова (FTTH/PON) з цінами від 219 грн/міс. за 50 Мбіт/с до 449 грн/міс. за 1000 Мбіт/с. Також є тарифи для бізнесу та додаткові послуги. Більше деталей можна уточнити залежно від вашого району та потреб.'
2026-03-27 14:21:51 | INFO | __main__ | Logging configured for Streamlit. Terminal and file output enabled at C:\Users\markiian_leshchyshyn\Documents\NULP\Marta\telcom_support_agent\rag_debug.log
2026-03-27 14:21:58 | INFO | app.agent | Answering user query: original_query='Де подивитися тарифи на домашній інтернет?'
2026-03-27 14:22:00 | INFO | app.rag | Top retrieved chunk previews for query 'Де подивитися тарифи на домашній інтернет?': [{'chunk_id': 'Telcom_Information-chunk-5', 'page': 2, 'title': None, 'url': None, 'score': 0.635, 'text_preview': 'ти на запитання: ● «Які населені пункти підключає TELCOM?» ● «Чи доступний інтернет у Сокільниках?» ● «Яка технологія підключення у приватному секторі Львова?» ● «Які тарифи доступні у Давидові?» Опис тарифів: Приватн...'}, {'chunk_id': 'Telcom_Information-chunk-7', 'page': 3, 'title': None, 'url': None, 'score': 0.6277, 'text_preview': '(-20%/рік) ● Персональний 1000 — 289 грн/міс (-20%/рік) ● Елітний 100 — 259 грн/міс (VIP, -20%/рік) ● Елітний 1000 — 399 грн/міс (VIP, -20%/рік) ● Статична IP — 100 грн/міс Де діє: Дрогобич, Любовичі, Лішня, Михайлеви...'}, {'chunk_id': 'Telcom_Information-chunk-8', 'page': 4, 'title': None, 'url': None, 'score': 0.5911, 'text_preview': 'Сокільники — адреси: вул. Свободи 18, 20, 22 (ЖК «Південний»), вул. Сковороди (ЖК «Grand Village»). Особливості: у Дублянах додатково є «Персональний 200 — 199 грн/міс». D. Промо-прайс (акційний 100 Мбіт/с) ● Інтернет...'}]
2026-03-27 14:22:00 | INFO | app.agent | Ranked link candidates for query 'Де подивитися тарифи на домашній інтернет?': []
2026-03-27 14:22:00 | INFO | app.agent | Selected 0 relevant links for query 'Де подивитися тарифи на домашній інтернет?': []
2026-03-27 14:22:00 | INFO | app.agent | Retrieval summary #1 for original_query='Де подивитися тарифи на домашній інтернет?' final_query='Де подивитися тарифи на домашній інтернет?': [{'chunk_id': 'Telcom_Information-chunk-5', 'page': 2, 'title': None, 'url': None, 'preview': 'ти на запитання: ● «Які населені пункти підключає TELCOM?» ● «Чи доступний інтернет у Сокільниках?» ● «Яка технологія підключення у приватному секторі Львова...'}, {'chunk_id': 'Telcom_Information-chunk-7', 'page': 3, 'title': None, 'url': None, 'preview': '(-20%/рік) ● Персональний 1000 — 289 грн/міс (-20%/рік) ● Елітний 100 — 259 грн/міс (VIP, -20%/рік) ● Елітний 1000 — 399 грн/міс (VIP, -20%/рік) ● Статична I...'}, {'chunk_id': 'Telcom_Information-chunk-8', 'page': 4, 'title': None, 'url': None, 'preview': 'Сокільники — адреси: вул. Свободи 18, 20, 22 (ЖК «Південний»), вул. Сковороди (ЖК «Grand Village»). Особливості: у Дублянах додатково є «Персональний 200 — 1...'}]
2026-03-27 14:22:01 | INFO | app.agent | RAG query summary: original_query='Де подивитися тарифи на домашній інтернет?' rewritten_queries=['тарифи на домашній інтернет']
2026-03-27 14:22:01 | INFO | app.agent | Final answer for original_query='Де подивитися тарифи на домашній інтернет?': 'Згідно з інформацією, тарифи на домашній інтернет залежать від обраного пакету та швидкості. Наприклад, для приватної забудови (FTTH/PON) стандартний прайс починається від 50 грн/місяць для швидкості до 50 Мбіт/с, а для швидкості до 100 Мбіт/с — від 100 грн/місяць. Також є пакети з більшою швидкістю та додатковими послугами, наприклад, VIP або з телевізійними сервісами. Чи цікавить вас конкретний тариф або швидкість?'
